Name,Object,Area,EqDiameter,Perimeter,Length,Width,MaxFeret,MinFeret,Circularity,Elongation,MeanIntensity,SumIntensity,Unit,Channel
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,71,0.087365,0.333522,1.043893,0.3868,0.225867,0.3868,0.3225,1,1.19938,2337.571429,49089,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,72,0.445147,0.752847,2.397881,0.902297,0.493348,0.902297,0.693259,0.972877,1.30153,2879.158879,308070,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,73,0.307858,0.626081,1.965486,0.699638,0.440025,0.699638,0.5805,1,1.205233,2925.581081,216493,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,76,0.187211,0.488226,1.512108,0.555487,0.337022,0.555487,0.4515,1,1.230314,2640.888889,118840,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,78,0.378583,0.694281,2.433702,1.003504,0.377261,1.003504,0.52821,0.803223,1.89982,2669.604396,242934,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,79,0.532512,0.823417,3.355295,1.252482,0.425165,1.370393,0.683906,0.594399,2.003772,2521.726563,322781,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,80,0.349461,0.667044,2.153282,0.81657,0.427962,0.81657,0.566239,0.947124,1.442094,2801.22619,235303,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,82,1.260556,1.266882,4.255905,1.549187,0.813689,1.549187,1.113593,0.874557,1.391161,2520.224422,763628,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,83,0.411865,0.724156,2.48436,0.987979,0.416876,0.987979,0.623135,0.838563,1.585498,2710.131313,268303,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,84,0.32866,0.646887,2.016144,0.722155,0.45511,0.722155,0.5805,1,1.244022,2628.139241,207623,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,85,0.715563,0.954507,3.528253,1.132008,0.632118,1.369541,0.819273,0.722334,1.671655,2454.94186,422250,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,88,0.615717,0.885412,2.901917,1.065804,0.577702,1.065804,0.8385,0.9188,1.271085,2650.27027,392240,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,89,0.287057,0.60456,1.893845,0.728521,0.394027,0.728521,0.520579,1,1.399442,2783.869565,192087,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,90,0.848691,1.039513,3.528253,1.336569,0.634977,1.336569,0.839867,0.856722,1.591405,2684.519608,547642,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,91,0.16225,0.454514,1.46145,0.584499,0.277588,0.584499,0.384072,0.95461,1.521849,2717.641026,105988,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,92,1.185671,1.228676,4.312709,1.656747,0.715662,1.656747,1.093069,0.801076,1.515684,2787.045614,794308,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,93,0.295378,0.613259,2.606659,1.011233,0.292097,1.11356,0.429364,0.546285,2.593513,2366.704225,168036,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,95,0.228814,0.539754,1.670229,0.584544,0.39144,0.584544,0.516,1,1.132837,2529.854545,139142,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,96,0.549153,0.836184,2.64248,0.988063,0.555788,0.988063,0.774,0.988279,1.276567,2989.893939,394666,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,97,0.070724,0.300082,0.936431,0.352867,0.200428,0.352867,0.246932,1,1.429004,2398.058824,40767,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,98,1.098306,1.182542,3.78769,1.331673,0.824756,1.331673,1.136193,0.962021,1.172048,3181.897727,840021,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,101,0.82373,1.024112,3.456611,1.249184,0.659414,1.249184,0.9675,0.86635,1.291147,2642.818182,523278,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,102,0.249615,0.563755,1.771545,0.676115,0.36919,0.676115,0.516,0.999485,1.3103,2719.3,163158,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,103,0.32866,0.646887,2.347223,0.71203,0.461581,1.003478,0.455002,0.749631,2.205435,2778.278481,219484,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,104,0.977659,1.115703,3.766706,1.430997,0.683201,1.430997,1.015623,0.865912,1.408984,2393.838298,562552,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,105,0.220493,0.52985,1.685066,0.672606,0.327819,0.672606,0.429364,0.975823,1.566518,2661.943396,141083,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,106,0.141449,0.424379,1.598587,0.53481,0.264484,0.699638,0.312509,0.695561,2.238777,2370.029412,80581,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,107,0.940217,1.09413,4.428863,1.641734,0.572697,1.483726,0.969177,0.602356,1.530913,2772.349558,626551,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_14_.nd2,109,0.927736,1.086844,3.426936,1.174055,0.790198,1.174055,1.032,0.992709,1.13765,3155.273543,703626,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,3,0.124808,0.398635,1.389809,0.52038,0.239839,0.52038,0.359691,0.811971,1.446742,1765.266667,52958,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,4,0.15809,0.448649,1.562767,0.641182,0.24656,0.641182,0.360761,0.813438,1.777301,1796.184211,68255,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,7,0.232974,0.544639,1.685066,0.641182,0.363351,0.641182,0.475023,1,1.34979,1831.285714,102552,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,9,0.087365,0.333522,1.043893,0.429364,0.203476,0.429364,0.292566,1,1.467581,1808.47619,37978,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,11,0.220493,0.52985,2.138444,0.79018,0.279042,0.851819,0.459756,0.605912,1.852764,1791.169811,94932,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,12,0.083205,0.325484,1.008072,0.393302,0.211555,0.393302,0.258,1,1.524425,1777.35,35547,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,14,0.195532,0.498958,1.562767,0.555468,0.352013,0.555468,0.47501,1,1.16938,1805.957447,84880,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,15,0.099846,0.35655,1.318167,0.423093,0.235991,0.49705,0.29254,0.722104,1.699085,1736.458333,41675,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,16,0.628198,0.894341,4.154589,1.709907,0.367387,1.506862,0.813293,0.457352,1.85279,1811.97351,273608,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,17,0.607397,0.87941,2.952575,0.987456,0.615112,0.987456,0.875033,0.875549,1.128479,1842.582192,269017,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,18,1.252235,1.262694,4.169426,1.537461,0.814483,1.537461,1.159091,0.905197,1.326437,2013.468439,606054,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,19,0.116487,0.385118,1.231688,0.472256,0.246661,0.472256,0.338148,0.964908,1.396597,1783.964286,49951,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,20,1.946997,1.574482,5.768013,1.805839,1.078167,1.97379,1.568563,0.735398,1.258343,1825.873932,854509,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,21,0.769646,0.989921,3.247833,1.106014,0.695874,1.106014,0.931051,0.916883,1.18792,1865.021622,345029,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,22,1.044223,1.153059,3.996468,1.392426,0.749931,1.392426,1.104891,0.821581,1.260238,1818.50996,456446,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,23,0.794608,1.005846,3.722194,1.197593,0.663504,1.43546,0.80954,0.720717,1.773181,1773.387435,338717,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,24,0.249615,0.563755,1.843187,0.737583,0.338423,0.737583,0.4515,0.923298,1.633629,1854.816667,111289,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,25,0.32866,0.646887,2.102623,0.785416,0.418453,0.785416,0.586666,0.934186,1.338779,1986.025316,156896,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,29,0.648999,0.909028,2.973558,1.137064,0.570767,1.137064,0.830676,0.922361,1.368842,1928.121795,300787,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,30,0.087365,0.333522,1.05873,0.393302,0.222133,0.393302,0.3225,0.97944,1.21954,1756.190476,36880,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,32,0.295378,0.613259,2.087786,0.785681,0.375951,0.785681,0.516,0.851561,1.522638,1757.323944,124770,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,33,0.345301,0.663062,2.800601,1.08082,0.31948,0.981064,0.65532,0.553229,1.497077,1779.987952,147739,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,34,0.104006,0.363902,1.130372,0.411671,0.252644,0.411671,0.3225,1,1.2765,1850.72,46268,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,35,0.507551,0.803886,3.060037,1.043736,0.486282,1.084232,0.746336,0.681139,1.45274,1838.008197,224237,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,36,0.116487,0.385118,1.30333,0.568213,0.205006,0.568213,0.292566,0.861745,1.942172,1752.071429,49058,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,37,0.232974,0.544639,1.893845,0.785384,0.296637,0.785384,0.442496,0.81626,1.774897,1807.321429,101210,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,40,1.318799,1.295819,4.637641,1.318888,0.999933,1.80133,1.137064,0.770538,1.584194,1881.731861,596509,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,42,0.278737,0.595734,2.08164,0.728463,0.382637,0.728463,0.566233,0.808338,1.286508,1772.238806,118740,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,43,0.478429,0.780483,2.520181,0.987366,0.484551,0.987366,0.645,0.946594,1.5308,1977.46087,227408,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Chl_14_.nd2,44,0.278737,0.595734,1.893845,0.676173,0.412227,0.676173,0.566187,0.976597,1.194256,1788.253731,119813,um,CHL
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,1,1.081665,1.17355,4.586983,1.62982,0.663671,1.908478,0.976736,0.646024,1.953933,2988.573077,777029,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,3,0.249615,0.563755,1.944503,0.840796,0.296879,0.840796,0.383801,0.82959,2.19071,2707.8,162468,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,4,0.083205,0.325484,1.008072,0.386826,0.215097,0.386826,0.29254,1,1.322302,2682.05,53641,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,5,0.282897,0.600163,1.893845,0.709139,0.39893,0.709139,0.520579,0.991173,1.36221,2879.794118,195826,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,6,0.099846,0.35655,1.130372,0.411671,0.242538,0.411671,0.3225,0.981969,1.2765,2726.375,65433,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,7,0.524192,0.816959,2.64248,1.003478,0.522375,1.003478,0.7095,0.943358,1.414345,3142.603175,395968,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,8,0.187211,0.488226,1.512108,0.555487,0.337022,0.555487,0.4515,1,1.230314,2727.577778,122741,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,9,0.124808,0.398635,1.252672,0.477384,0.261441,0.477384,0.383756,0.999485,1.243979,2869.433333,86083,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,10,0.565794,0.848759,2.815438,1.065779,0.530874,1.065779,0.774,0.896967,1.376975,3253.625,442493,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,11,0.307858,0.626081,2.016144,0.76199,0.404019,0.76199,0.566187,0.951739,1.345827,2773.337838,205227,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,12,0.16225,0.454514,1.440467,0.555513,0.292072,0.555513,0.383756,0.982624,1.447569,2793.769231,108957,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,15,0.923576,1.084404,3.441774,1.212284,0.761848,1.212284,1.022267,0.979755,1.185878,3260.522523,723836,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,16,0.82373,1.024112,3.232995,1.105956,0.744812,1.105956,1.006851,0.99034,1.09843,3325.292929,658408,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,18,1.218953,1.245801,3.859331,1.393232,0.87491,1.393232,1.161,1,1.200028,3311.593857,970297,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,21,1.884593,1.549044,5.12684,1.863508,1.011315,1.863508,1.4835,0.901007,1.256157,2941.505519,1332502,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,23,1.33544,1.303969,4.393042,1.535268,0.869842,1.535268,1.204789,0.869568,1.274304,3128.482866,1004243,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,24,0.399384,0.7131,2.260744,0.872388,0.457805,0.872388,0.645,0.981969,1.35254,3085.3125,296190,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,25,0.108167,0.371109,1.195868,0.456815,0.236784,0.456815,0.338186,0.950466,1.350778,2711.769231,70506,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,26,0.120647,0.391935,1.231688,0.472243,0.255477,0.472243,0.338186,0.999369,1.396399,2657.310345,77062,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,28,0.291218,0.608925,1.929666,0.758778,0.383798,0.758778,0.516,0.982796,1.4705,3011.5,210805,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,30,0.087365,0.333522,1.043893,0.3868,0.225867,0.3868,0.3225,1,1.19938,2712.952381,56972,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,32,0.299538,0.617563,1.929666,0.722103,0.414813,0.722103,0.516,1,1.399425,2977.208333,214359,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,33,0.099846,0.35655,1.094551,0.411652,0.24255,0.411652,0.3225,1,1.27644,2751.541667,66037,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,34,1.855471,1.53703,4.903224,1.740029,1.066345,1.740029,1.478469,0.969841,1.176913,3375.93722,1505668,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,37,0.120647,0.391935,1.389809,0.356156,0.338748,0.520334,0.36378,0.784905,1.430355,2632.586207,76345,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,39,0.761326,0.984556,3.909989,1.418151,0.536844,1.473103,0.757765,0.625791,1.944009,2928.590164,535932,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,40,0.133128,0.411708,1.252672,0.440567,0.302174,0.440567,0.387,1,1.138417,2860,91520,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,42,0.112327,0.378178,1.202013,0.477377,0.2353,0.477377,0.3225,0.976955,1.48024,2648.296296,71504,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,44,1.485209,1.375146,4.62895,1.680354,0.883867,1.680354,1.29,0.871029,1.3026,2761.722689,985935,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,45,0.698922,0.943343,3.441774,1.064014,0.656873,1.316709,0.839913,0.741436,1.567674,2916.386905,489953,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,46,0.49091,0.790598,2.505343,0.902265,0.544086,0.902265,0.7095,0.982827,1.271691,3296.152542,388946,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,47,0.507551,0.803886,2.591822,0.988017,0.513706,0.988017,0.7095,0.949465,1.392555,2775.991803,338671,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,49,1.435286,1.351837,4.715429,1.772163,0.809906,1.772163,1.032,0.811159,1.717213,2948.333333,1017175,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,50,1.006781,1.132198,3.808673,1.393284,0.722595,1.393284,1.032,0.872162,1.350081,3174.190083,768154,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,51,0.112327,0.378178,1.18103,0.472256,0.237851,0.472256,0.3225,1,1.46436,2691.333333,72666,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,52,0.120647,0.391935,1.252672,0.49705,0.242727,0.49705,0.3225,0.966168,1.54124,2729.931034,79168,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,53,2.49615,1.78275,6.400495,1.853592,1.346656,2.41181,1.660946,0.765691,1.45207,3428.053333,2056832,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,54,0.066564,0.291122,0.885773,0.330421,0.201452,0.330421,0.258,1,1.2807,2656.8125,42509,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,57,0.370262,0.686609,2.189102,0.785416,0.471422,0.785416,0.64896,0.970928,1.210269,2950.696629,262612,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,58,0.253775,0.568434,1.893845,0.676134,0.375333,0.676134,0.52821,0.88914,1.280048,3034.163934,185084,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,59,0.183051,0.482771,1.512108,0.584544,0.313152,0.584544,0.429364,1,1.36142,2703.136364,118938,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,60,1.938677,1.571114,5.091019,1.800195,1.076926,1.800195,1.42456,0.939952,1.263685,3360.474249,1565981,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,63,0.678121,0.929199,3.161354,1.207072,0.56179,1.207072,0.80803,0.85265,1.493846,3046.496933,496579,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,67,0.282897,0.600163,1.929666,0.761932,0.371289,0.761932,0.50835,0.954716,1.498833,2996.102941,203735,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,68,0.208013,0.514636,1.822203,0.641182,0.324421,0.641182,0.475023,0.787237,1.34979,2602.34,130117,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,70,0.120647,0.391935,1.216851,0.440535,0.273865,0.440535,0.383781,1,1.14788,2791.793103,80962,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,71,0.141449,0.424379,1.58375,0.519703,0.272172,0.65859,0.3225,0.708655,2.04214,2743.705882,93286,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,72,1.248075,1.260594,4.047126,1.430997,0.872172,1.430997,1.204815,0.95754,1.187732,2916.516667,874955,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,73,0.291218,0.608925,1.980324,0.76199,0.38218,0.76199,0.520579,0.933158,1.463734,2718.5,190295,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,74,0.345301,0.663062,2.469522,0.806743,0.428018,0.851755,0.645,0.711511,1.32055,2693.939759,223597,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,75,0.066564,0.291122,0.885773,0.330421,0.201452,0.330421,0.258,1,1.2807,2707.9375,43327,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,76,0.474268,0.777083,2.570839,0.96265,0.49267,0.96265,0.720265,0.901747,1.336521,2679.947368,305514,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,77,0.16225,0.454514,1.756708,0.614182,0.264172,0.722103,0.3225,0.660686,2.23908,2721.230769,106128,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,78,0.532512,0.823417,2.800601,1.16287,0.457929,1.16287,0.703011,0.853173,1.654128,2685,343680,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,81,1.65578,1.451966,4.622804,1.597717,1.036341,1.597717,1.408938,0.973647,1.133986,3114.032663,1239385,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,83,0.137288,0.418092,1.512108,0.452969,0.303086,0.615562,0.334549,0.754532,1.839978,2782.151515,91811,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,84,0.353621,0.671003,2.102623,0.728431,0.485456,0.728431,0.645,1,1.12935,3021.411765,256820,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,86,0.474268,0.777083,2.714122,1.168069,0.406028,1.168069,0.516,0.80905,2.2637,3124.657895,356211,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,87,0.212173,0.519756,1.670229,0.676134,0.313803,0.676134,0.387,0.955757,1.747117,3086.882353,157431,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,88,0.341141,0.659055,2.051965,0.758778,0.449592,0.758778,0.5805,1,1.307111,3045.47561,249729,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,91,0.270416,0.586775,1.908682,0.712602,0.379477,0.712602,0.559408,0.932772,1.27385,2741.323077,178186,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,92,0.640679,0.903182,3.146516,1.227125,0.522097,1.227125,0.762106,0.813186,1.610176,2685.558442,413576,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,93,0.066564,0.291122,0.936431,0.330421,0.201452,0.330421,0.29254,0.953889,1.12949,2728.1875,43651,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,94,0.174731,0.471671,1.944503,0.734295,0.237957,0.819408,0.334865,0.580713,2.446983,2674.761905,112340,um,DAPI-UV
InitialCollection_R1_NA_Meso_LateJune_1mL_1ug_0.2filter_Dapi_15_.nd2,95,0.203852,0.509463,1.750562,0.728521,0.279817,0.728521,0.338148,0.835931,2.154446,2777.244898,136085,um,DAPI-UV
